Unnamed: 0,RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,RV,logg,[Fe/H],Dist,PQSO,PGal,Pstar,PWD,Pbin,Teff,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Evol,SpType-ELS,Flags-HS,EWHa,e_EWHa,f_EWHa,Cluster,Cluster_KMeans,Cluster_DBSCAN
67575.0,68.93298294095,28.312086437790004,1.5197607774023565e+17,0.0207,0.0109,2.0671,0.0211,3.524,0.4589999999999999,0.0279999999999999,-3.494,0.017,0.941,12.861757,0.002762,13.285128,0.0029059999999999,12.264759,0.003796,11.982985,0.032045,23.38,4.1364,-0.6974,477.1065,0.0,0.0,0.999986,0.0,1.404e-05,6203.3955,0.8301,0.6954,0.8762,0.4965,0.3796,3.7777,1.3177,1.3256,2.3451897999999995,1.176,3.404,0.42979747,270.0,2.0,91.0,0.21233,0.02133,0.0,8,8,-1
38635.0,50.41219389927,30.53627090198,1.2392255824893798e+17,0.0154,0.0125,0.4844,0.0174,4.1930000000000005,-4.1530000000000005,0.019,-0.573,0.017,1.145,13.551529,0.0027649999999999,14.320857,0.002964,12.692859,0.003861,12.313526,0.0241849999999999,-75.9,3.09,-0.1301,1880.6902,0.0,0.0,0.9999947,0.0,5.32e-06,5325.1895,1.5886,1.223,1.5883,0.9341,0.6542,0.8819,6.8454,7.7884,25.316755,1.281,4.9030000000000005,0.04421919,842.0,4.0,92.0,0.09749,0.02449,1.0,2,2,-1
56969.0,72.82628951557,26.81907032679,1.5364555300367053e+17,0.0204,0.0101,0.3647,0.0224,2.8510000000000004,2.012,0.0279999999999999,-2.02,0.018,0.962,14.162477,0.0027649999999999,15.135326,0.003352,13.19012,0.0038179999999999,12.789552,0.051982,33.73,2.7537,-0.003,3609.1526,0.0,0.0,0.9999927,0.0,7.29e-06,5839.325,2.7624,2.1012,2.7518,1.6147,1.1371,-0.736,12.236,8.625,58.449432,2.795,0.455,0.18909732,486.0,4.0,93.0,0.10754,0.0257899999999999,0.0,2,2,-1
90651.0,114.72804555237,-3.70090565789,3.0576930846769254e+18,0.0224,0.0191,1.2255,0.027,3.69,-3.074,0.027,-2.04,0.021,1.507,11.538308,0.0028309999999999,11.683902,0.003011,11.27077,0.003845,11.154072,0.017592,26.56,3.9032,0.0513,930.2916,0.0,0.0,0.9995729,0.0,0.00042711,7358.521,0.1137,0.1027,0.1241,0.0693,0.0548,1.5811,2.5213,2.1276,11.950106,1.719,1.17,0.46828493,232.0,0.0,2.0,0.36451,0.01491,0.0,5,5,-1
15861.0,11.3168542392,56.34644647571999,4.2449148209493466e+17,0.0122,0.0138,0.4254,0.0226,2.33,0.884,0.016,-2.156,0.017,1.012,14.663174,0.002763,15.002065,0.0032359999999999,14.149976,0.003838,13.783589,0.110678,-27.06,4.1673,-0.25,1669.0298,0.0,0.0,0.99998605,0.0,1.399e-05,7190.7285,0.928,0.8031,0.9918,0.5593,0.4325,2.6657,1.6226,2.0462,10.030509,1.65,1.285,0.53645283,232.0,0.0,999.0,0.2881599999999999,0.02753,0.0,8,8,-1
99988.0,74.44908636560001,36.59251961577,1.863061679509006e+17,0.0231,0.0141,0.4784,0.0255,5.291,4.913,0.033,-1.963,0.024,1.097,14.663996,0.002768,15.781162,0.003326,13.621465,0.0038399999999999,13.158884,0.083674,56.82,3.0921,-0.0856,2163.291,0.0,0.0,0.99999875,0.0,1.29e-06,6094.2324,3.5227,2.6551,3.5025,2.0494,1.4531,0.3237,6.7832,5.7662,41.358906,2.276,0.7859999999999999,0.17935136,440.0,4.0,95.0,0.03609,0.03015,0.0,2,2,-1
10132.0,288.83487669365,7.96933979291,4.3079922868685215e+18,0.025,0.0248,0.2059,0.0307,3.587,-1.655,0.033,-3.182,0.032,1.103,15.078446,0.002892,16.788261,0.0069019999999999,13.78154,0.0040729999999999,13.176433,0.065488,34.62,3.5584,-0.2374,1978.2225,0.0,0.0,1.0,0.0,0.0,15019.395,7.5712,5.7745,7.6264,4.368,3.2583,-2.2581,6.4086,6.5251,1942.7913,5.797000000000001,3.7764345571077382,0.52904326,306.0,6.0,92.0,0.08194,0.11449,0.0,3,3,-1
96565.0,335.55861444894,53.1296279146,2.0016962444923085e+18,0.0145,0.0134,0.1723,0.0166,3.886,-2.888,0.019,-2.599,0.017,1.116,14.208928,0.002782,14.342769,0.002916,13.956826,0.003858,12.41566552393817,0.06536518378525784,-5.882807750789657,3.5821,-0.0099,8725.665,0.0,0.0,0.9999742,1e-07,2.572e-05,12547.287,1.0676,1.0108,1.2004,0.6549,0.5455,-1.5102,5.26,3.1396,220.32768,3.557,3.7764345571077382,0.48035786,229.0,1.0,11.0,0.2742699999999999,0.02448,0.0,0,0,-1
12743.0,53.8442235345,17.4320347065,5.633368870494131e+16,0.016,0.0136,2.6579,0.0193,18.476,-12.621,0.022,-13.494000000000002,0.017,1.106,13.575105,0.002775,14.017446,0.003186,12.966574,0.0039229999999999,12.686491,0.046574,-40.18,4.4983,-0.3957,371.4228,0.0,0.0,0.99983215,0.0,0.00016784,5235.79,0.2352,0.1908,0.2424,0.1401,0.1023,5.533,0.8355,0.8334,0.4725005,0.86,7.1160000000000005,0.61347955,244.0,3.0,999.0,0.0918,0.02655,0.0,8,8,-1
81995.0,58.95949149138001,31.79086795222,1.6876607127059533e+17,0.0231,0.015,0.7987,0.0291,1.055,0.6559999999999999,0.033,-0.826,0.022,1.017,14.808513,0.0027649999999999,15.27266,0.003144,14.164188,0.003865,13.968559,0.106039,9.32,4.2188,-0.7646,1149.659,0.0,0.0,0.9999875,0.0,1.251e-05,6583.6094,1.2376,1.0378,1.3071,0.7399,0.5673,3.4704,1.3495,1.402,3.3772767,1.306,1.681,0.5363969,199.0,2.0,91.0,0.22236,0.0302,0.0,8,8,-1
76936.0,4.858753793969999,67.19961624906999,5.286662531564726e+17,0.0778,0.0834,0.5192,0.0994,2.138,-2.123,0.102,0.253,0.108,1.754,17.139402,0.003059,18.032715,0.011136,16.07562,0.0053869999999999,12.41566552393817,0.06536518378525784,-5.882807750789657,4.295,-2.1489,1795.3838,0.0,0.0,0.9999985,0.0,1.48e-06,9614.329,4.4513,3.6213,4.6191,2.6256,1.9935,2.1613,1.3145,1.2351,12.079015,1.8418721690735889,3.7764345571077382,0.5968713000000001,364.1904393556501,1.0,95.0,0.49449,0.12189,0.0,0,0,-1
86757.0,297.00679608219,23.22195645424,1.8282583182730634e+18,0.015,0.0184,0.3182,0.0256,5.455,-2.278,0.017,-4.956,0.024,1.021,15.375362,0.0027649999999999,16.166447,0.003208,14.48539,0.003865,12.41566552393817,0.06536518378525784,-5.882807750789657,3.5706,0.3496,4080.2097,0.0,0.0,0.99999964,0.0,3.6e-07,9670.827,3.7466,3.1409,3.9523,2.2247,1.7276,-0.8135,4.9276,3.5367,95.81742,2.786,0.3779999999999999,0.4319194999999999,268.0,1.0,93.0,0.2486,0.02853,0.0,0,0,-1
10572.0,5.62062602301,71.74336246642,5.3711490480250675e+17,0.0144,0.015,0.3318,0.0176,1.315,-1.172,0.018,-0.596,0.02,0.956,11.298971,0.002801,12.724583,0.003348,10.143431,0.003888,9.622562,0.006826,-54.68,1.0667,0.5034,4193.1943,0.0,0.0,0.9999556,0.0,4.441e-05,3879.3967,2.0607,1.3769,1.9166,1.1571,0.7595,-3.1578,111.2,70.7635,985.45734,1.937,1.32,0.01385548,1275.0,5.0,92.0,-0.09629,0.01494,1.0,4,4,-1
96310.0,332.86356659526,51.089943329490005,2.0010848473066173e+18,0.0197,0.0203,0.134,0.0238,4.489,-3.0860000000000003,0.0279999999999999,-3.261,0.027,1.064,15.251226999999998,0.002789,15.388551,0.003025,15.001557,0.004069,12.41566552393817,0.06536518378525784,-5.882807750789657,4.1165,-1.4684,4390.0664,0.0,0.0,0.9999557,0.0,4.427e-05,10240.837,0.8562,0.8024,0.9535,0.5238,0.4297,1.2289,1.8741,1.8955,35.645233000000005,2.376,3.7764345571077382,0.57527703,145.0,1.0,94.0,0.51676,0.039,0.0,0,0,-1
99177.0,265.10208885969,-33.72074324471,4.053514237712701e+18,0.0533,0.0409999999999999,0.1186,0.0622,7.471,-1.115,0.07,-7.388,0.043,1.05,15.832567999999998,0.00345,18.575104,0.0175449999999999,14.358082,0.008094,13.506864000000002,0.085957,-150.33,2.6089,0.1065,1283.1398,0.0,0.0,1.0,0.0,0.0,5228.3223,8.8621,5.7362,8.1236,4.8622,3.2614,-0.3609,12.973,67.0991,733.2965,1.919,1.357,0.0064918,1221.0,5.0,93.0,-0.1955299999999999,0.24128,1.0,3,3,-1
46142.0,34.260137192840006,56.86298163412,4.583443456077134e+17,0.0092,0.0105,0.4042,0.0154,1.51,-0.961,0.013,-1.165,0.0139999999999999,1.023,13.316560999999998,0.002784,13.458264000000002,0.002913,13.06046,0.003841,12.41566552393817,0.06536518378525784,-5.882807750789657,3.9859,-1.4416,2760.2126,0.0,0.0,0.99994534,4e-08,5.4600000000000006e-05,12427.948,1.0597,1.0002,1.1881,0.6496,0.5385,0.1086,2.6182,2.2347,107.452324,3.156,3.7764345571077382,0.60026664,147.0,1.0,11.0,0.30014,0.02022,0.0,0,0,-1
33935.0,40.04938746374,24.38874928817,1.1402509817275558e+17,0.0225,0.0208,1.6291,0.0241,3.51,-0.154,0.0289999999999999,-3.507,0.026,1.0490000000000002,14.742873,0.002849,15.256707,0.004044,14.069798,0.004203,13.745347,0.137961,-15.31,4.5075,-0.4464,587.1944,0.0,0.0,0.99994195,0.0,5.809e-05,5404.3354,0.637,0.5128,0.6541,0.3787,0.2752,5.4005,0.8292,0.8712,0.5337432,0.851,10.252,0.59950876,304.0,4.0,94.0,0.13302,0.04293,0.0,8,8,-1
8376.0,82.3174385197,41.13782590387,1.945002096392393e+17,0.0224,0.0169,0.1986,0.0236,0.949,-0.045,0.026,-0.947,0.02,0.932,14.371879000000002,0.002807,14.561247,0.00293,14.031941,0.004265,12.41566552393817,0.06536518378525784,-5.882807750789657,4.1396,-0.759,3363.8982,0.0,0.0,0.9999787,2e-08,2.125e-05,12184.088,1.3223,1.2341,1.4738,0.8086,0.6653,0.4953,2.206,2.7978,155.08965,3.303,3.7764345571077382,0.68436414,212.0,1.0,11.0,0.37344,0.0439,0.0,0,0,-1
79370.0,62.71669102647,29.76122541359,1.658057049317513e+17,0.0129,0.0069999999999999,2.2618,0.0143,1.781,-1.194,0.018,1.3219999999999998,0.011,0.953,12.395743,0.00276,12.849237,0.002863,11.769058,0.003803,11.505221,0.015738,-13.7,4.1891,-0.1452,439.3919,0.0,0.0,0.99998945,0.0,1.054e-05,6565.552,1.1554,0.9693,1.218,0.6917,0.5262,3.2110000000000003,1.5008,1.4976,3.7643466,1.318,2.132,0.5392616,230.0,2.0,91.0,0.28499,0.0142199999999999,0.0,5,5,-1
57296.0,69.12140120694,39.53651367945999,1.7893737845992896e+17,0.023,0.0177,1.4202,0.0279,7.763,0.077,0.033,-7.763,0.026,1.105,14.865622,0.00277,15.602978,0.003297,14.014957,0.0038659999999999,13.553093,0.076947,3.17,4.171,-0.7819,673.1552,0.0,0.0,0.99999076,0.0,9.24e-06,6074.095,2.1119,1.6780000000000002,2.1705,1.2455,0.925,4.0455,1.2159,1.2385,1.8862078,1.106,4.6610000000000005,0.42205617,314.0,3.0,94.0,0.15026,0.03095,0.0,8,8,-1
66901.0,82.73131375755,43.51881940248,1.9577024864823654e+17,0.0233,0.0182,1.1579,0.0277,14.826,-2.299,0.0289999999999999,-14.646,0.022,1.021,14.756624,0.00277,15.170073,0.003214,14.165497,0.004065,13.889437,0.101565,62.64,4.5061,-0.4564,720.5812,0.0,0.0,0.99996257,0.0,3.744e-05,5845.3677,0.5637,0.4679,0.5905,0.337,0.2535,4.9967,0.8403,0.9866,0.98832345,1.02,3.115,0.57610244,216.0,3.0,92.0,0.15319,0.04006,0.0,8,8,-1
82526.0,52.11506682964001,35.41051986614001,2.2193494889457946e+17,0.0237,0.0152,1.7576,0.0245,12.466,8.021,0.032,-9.543,0.02,1.025,14.37064,0.002776,14.868697,0.0035229999999999,13.711671,0.004006,13.266631,0.0664309999999999,10.07,4.563,-0.0205,524.1873,0.0,0.0,0.99996746,0.0,3.2500000000000004e-05,5588.1763,0.7257,0.5884,0.7474,0.4323,0.3151,5.1792,0.8397,0.8926,0.6958196,0.973,1.774,0.70604086,156.0,3.0,95.0,0.0425899999999999,0.03712,0.0,8,8,-1
87334.0,269.28471954739,-32.25804452723,4.043384368348197e+18,0.0738,0.0619,0.1953,0.1005,4.749,-1.096,0.09,-4.621,0.063,0.862,15.976447,0.003525,17.216635,0.029142,14.554319,0.011023,13.423286,0.237511,-268.77,4.1063,0.4593,917.7173,0.0,0.0,0.9999979,0.0,2.12e-06,9093.093,6.7904,5.1268,6.7819,3.909,2.873,0.9744,2.3288,2.3335,33.567207,2.233,0.5,0.6756453,218.0,5.0,92.0,-0.18654,0.34979,0.0,3,3,-1
69952.0,35.195053280420005,64.06313165101,5.151407869696333e+17,0.0131,0.0167,0.0885,0.0226,1.177,-1.097,0.015,0.427,0.021,1.01,14.84776,0.002763,15.180891,0.002978,14.327596,0.0038799999999999,12.41566552393817,0.06536518378525784,-5.882807750789657,4.151,0.0072,5562.8296,0.0,0.0,0.99999076,2e-08,9.19e-06,17408.555,2.2691,2.0847,2.5193,1.3834,1.136,-1.0262,3.1974,3.2397,866.56604,5.424,3.7764345571077382,1.0647115,175.0,1.0,11.0,0.0906899999999999,0.02618,0.0,0,0,-1
14823.0,62.63988194189999,17.55907373389,4.611389562659776e+16,0.0155,0.0113,1.6536,0.0178,10.178,5.192,0.021,-8.754,0.015,0.98,13.483274,0.002768,14.051425,0.002946,12.754907,0.003804,12.40565,0.033192,13.58,3.8558,-1.0529,644.3691,0.0,0.0,0.9999958,0.0,4.18e-06,5893.475,1.3047,1.0602,1.3571,0.774,0.5832,3.3673,1.7724,1.6166,2.9165602,1.12,6.636,0.31191584,405.0,2.0,91.0,0.16114,0.02396,0.0,8,8,-1
39472.0,309.31276889762995,27.07720845742,1.8560418432138967e+18,0.0096,0.0121,1.3874,0.0205,2.64,0.096,0.015,-2.638,0.015,1.335,10.875581,0.0027719999999999,11.036719,0.002945,10.587883,0.003829,10.462536,0.013332,-17.66,3.8327,-0.291,720.0454,0.0,0.0,0.9997759,0.0,0.00022415,7366.075,0.2223,0.2005,0.2426,0.1352,0.1074,1.3979,2.7647,2.7423,19.95106,1.914,1.057,0.4402687,263.0,0.0,91.0,0.35888,0.00893,0.0,5,5,-1
13813.0,80.32648816931,-69.0621622098,4.658281641931915e+18,0.0298,0.034,-0.0308,0.0308,1.675,1.635,0.036,0.363,0.045,0.99,15.712673,0.0028469999999999,15.565821,0.005802,15.728102,0.007603,12.41566552393817,0.06536518378525784,-5.882807750789657,4.1883,0.3732,24592.213,0.0,0.0,0.9999993,7e-07,0.0,19990.348,0.249,0.2506,0.2906,0.1552,0.1354,-1.5422,3.5143,6.850683588393782,114.62855370881368,1.8418721690735889,3.7764345571077382,0.4452329236031985,364.1904393556501,6.0,93.0,-0.07441,0.10055,0.0,7,7,-1
77501.0,69.11278238787,33.64009848673,1.72183142953467e+17,0.023,0.0147,0.7359,0.0256,2.101,2.06,0.034,-0.412,0.024,1.396,11.921047,0.002768,12.956736,0.003002,10.919924,0.003815,10.503111,0.010921,39.59,2.5085,-0.0297,1297.503,0.0,0.0,0.9999991,0.0,9.1e-07,4933.919,2.4345,1.7929,2.3729,1.4133,0.9596,-0.4222,14.9746,15.3191,125.396126,3.3,0.293,0.11241703,507.0,4.0,93.0,0.00337,0.0147599999999999,1.0,2,2,-1
56911.0,358.18887811485,1.96732506468,2.739416697866211e+18,0.0408,0.0286,6.2653,0.0461,31.571,30.665,0.063,-7.51,0.033,1.669,15.041019,0.0028179999999999,16.193481,0.004016,13.922434,0.004064,13.487934,0.087129,-20.23,4.7144,0.0778,158.9396,0.0,0.0,0.99648726,0.0,0.00351277,3766.1218,0.7293,0.4976,0.7021,0.4093,0.2928,8.4829,0.547,0.5385,0.05349866,0.5489999999999999,13.123,0.6530741,156.0,5.0,94.0,0.0099,0.04464,1.0,1,1,-1
15320.0,76.34304871389,-67.98372641349,4.661448029255382e+18,0.0616,0.0672,-0.1184,0.0651,1.785,1.779,0.077,0.15,0.083,1.283,16.882751000000003,0.00296,16.620062,0.020608,16.782808,0.024565,12.41566552393817,0.06536518378525784,-5.882807750789657,4.5963,-0.9857,15125.622,0.0,1e-08,4.993e-05,0.9999496,5e-07,16838.637,0.1772,0.1762,0.2046,0.1101,0.0945,0.7365,1.5097,6.850683588393782,114.62855370881368,1.8418721690735889,3.7764345571077382,0.4452329236031985,364.1904393556501,6.0,93.0,0.17295,0.18867,0.0,7,7,-1
1855.0,44.68475493502,5.7362209409,7072681560894464.0,0.0143,0.0123,2.2682,0.0159,13.413,11.807,0.018,-6.363,0.016,1.277,12.602197,0.002769,12.959744,0.002893,12.071851,0.003805,11.844415,0.02101,-15.12,4.2496,-0.7268,435.2166,0.0,0.0,0.9999208,0.0,7.925e-05,5630.6943,0.1773,0.148,0.1863,0.1061,0.0802,4.2604,1.2874,1.2901,1.5076756000000002,0.941,12.859000000000002,0.53156275,411.0,3.0,94.0,0.17104,0.01788,0.0,8,8,-1
69305.0,64.13985660486999,27.12661330349,1.6286265590101824e+17,0.0198,0.0122,0.1945,0.0218,0.442,0.183,0.027,-0.4029999999999999,0.021,1.128,14.351279000000002,0.002767,15.158891,0.003214,13.469965,0.003859,13.053613,0.040836,13.7,2.9505,-0.1056,2975.2183,0.0,0.0,0.9999964,0.0,3.52e-06,5093.2334,1.6415,1.2523,1.6328,0.9626,0.6702,0.741,8.1016,11.4999,79.76389,2.995,0.377,0.16757558,505.0,4.0,93.0,0.08881,0.0234599999999999,0.0,2,2,-1
85550.0,68.41476096223,38.1824963828,1.787460290771346e+17,0.0214,0.0131,0.2143,0.0206,0.907,0.898,0.0289999999999999,-0.133,0.021,1.0490000000000002,14.146116,0.002764,15.248178,0.003039,13.114275,0.003851,12.576099,0.0352,26.42,2.2934,0.0514,5523.1343,0.0,0.0,0.9999998,0.0,1.8e-07,5317.982,2.919,2.1477,2.8453,1.6933,1.152,-1.7737,23.6926,18.1704,152.90195,3.105,0.345,0.10712369,524.0,4.0,93.0,0.0456899999999999,0.02361,1.0,2,2,-1
98240.0,274.99064005244,-26.06101501171,4.052988804191976e+18,0.0209,0.0181,0.0535,0.0215,11.164,-3.997,0.0279999999999999,-10.424,0.021,0.873,13.744761,0.003406,15.501160999999998,0.010974,12.476738,0.006706,11.816436,0.03075,109.72,0.8568,-0.0664,5685.9614,0.0,0.0,0.99996966,0.0,3.033e-05,3651.9517,2.0322,1.2834,1.8931,1.1011,0.7921,-1.3257,70.0887,59.4296,564.9529,1.923,1.344,0.01005201,1131.0,5.0,92.0,-0.08737,0.08219,1.0,4,4,-1
30057.0,313.03957836066,24.14933302623,1.8428198722778967e+18,0.2518,0.2238,3.8799,0.3393,49.135,47.00899999999999,0.32,14.296,0.314,10.618,15.424542,0.0033909999999999,16.44523,0.004291,14.338299,0.003939,13.846519,0.154358,-87.61,4.382,-0.3845,317.093,0.0,0.0,0.9982583,0.0,0.00174173,3883.9697,0.8854,0.6179,0.8495,0.5032,0.3463,7.2164,0.8667,0.6747,0.09551533,0.581,3.534,0.5006752,280.0,5.0,92.0,-0.06984,0.0434,1.0,6,6,-1
33323.0,37.58879410242,20.23712072923,8.665233958657984e+16,0.0155,0.0131,1.3642,0.0157,12.903,-2.017,0.022,-12.744000000000002,0.016,1.055,12.263685,0.002771,12.61991,0.0028899999999999,11.731199,0.003822,11.485717,0.022435,10.44,3.9025,-0.6696,696.9703,0.0,0.0,0.9999696,0.0,3.042e-05,6071.7617,0.4622,0.3905,0.4897,0.2771,0.2125,2.6552,2.3014,2.3815,6.957012700000001,1.461,2.85,0.4276439999999999,352.0,2.0,91.0,0.16651,0.02053,0.0,5,5,-1
70239.0,32.11912863122,65.11426270489001,5.154829756036991e+17,0.0264,0.0288,0.0752,0.04,0.909,-0.653,0.0289999999999999,0.633,0.034,0.96,16.381603,0.002782,16.840304999999997,0.004092,15.730996,0.00466,12.41566552393817,0.06536518378525784,-5.882807750789657,4.1529,-1.4817,3674.3381,0.0,0.0,0.9999981,0.0,1.95e-06,10037.279,2.4047,2.1165,2.5968,1.4480000000000002,1.1488,1.4269,1.7493,1.7584,28.224283000000003,2.265,3.7764345571077382,0.585821,128.0,1.0,93.0,0.3629699999999999,0.06051,0.0,0,0,-1
74752.0,168.68102107834,28.819980308209995,3.9990618175857756e+18,0.0226,0.022,6.2762,0.0285,38.495,-17.706,0.024,-34.181999999999995,0.023,1.058,15.021565,0.002796,16.136478,0.003817,13.975698,0.003886,13.513826000000002,0.0715799999999999,-44.69,4.714,-0.0634,163.0076,0.0,0.0,0.9982583,0.0,0.00174173,3774.3926,0.6459999999999999,0.4448,0.6211,0.3644,0.2567,8.4976,0.5296,0.516,0.04862858,0.535,13.116,0.65202224,252.0,5.0,92.0,-0.0020399999999999,0.04186,1.0,1,1,-1
64362.0,58.42505003958,-11.2679715601,3.1933370510536033e+18,0.0221,0.0211,0.2297,0.0269,5.965,5.34,0.026,-2.658,0.022,1.721,12.037464,0.014203,13.262019,0.0621909999999999,10.775387,0.037331,10.246485,0.080421,281.9,1.2066,0.622,2706.453,0.0,0.0,1e-06,0.0,0.999999,3673.0876,1.1008,0.7065,1.0448,0.6027,0.4421,-0.841,51.6909,49.5172,402.07785,1.923,1.346,0.01849072,1115.0,5.0,92.0,0.05073,0.40118,1.0,4,4,-1
1860.0,358.21646732991,61.50187982952,2.0126944874998625e+18,0.0102,0.0096,0.3321,0.0125,3.922,-3.595,0.0139999999999999,-1.567,0.013,1.096,10.874827,0.002787,11.174115,0.002954,10.391283,0.0038799999999999,12.41566552393817,0.06536518378525784,-5.882807750789657,3.3415,0.2579,3272.6045,0.0,0.0,0.99999577,2.2e-07,3.96e-06,18159.416,2.1706,2.0108,2.4239,1.3254,1.0984,-3.7778,10.682,6.850683588393782,114.62855370881368,1.8418721690735889,3.7764345571077382,0.4452329236031985,364.1904393556501,6.0,4.0,0.13446,0.01229,0.0,5,5,-1
91677.0,49.8218144405,41.70015137765,2.3947435838250944e+17,0.0182,0.0173,1.3866,0.0251,4.566,2.862,0.0279999999999999,-3.557,0.027,1.027,14.657761,0.002768,15.079254999999998,0.00306,14.063714,0.0039829999999999,13.728982,0.132448,-56.3,4.4785,-0.3232,687.5554,0.0,0.0,0.9999149,0.0,8.509e-05,5632.1104,0.3816,0.3132,0.3958,0.228,0.1678,5.138,0.8490000000000001,0.8641,0.6715066999999999,0.986,0.521,0.59486926,115.0,3.0,93.0,0.18412,0.03323,0.0,8,8,-1
32064.0,94.91847961027,48.97471874237,9.706200715399121e+17,0.0158,0.0157,0.9265,0.0209,3.113,-2.502,0.019,-1.853,0.016,1.118,12.974396,0.002778,13.191559,0.0030269999999999,12.617182,0.003972,12.462203,0.03687,43.35,4.1455,-0.5984,985.5151,0.0,0.0,0.9999068,0.0,9.322e-05,7477.585999999999,0.4863,0.4344,0.5288,0.2952,0.2336,2.5636,1.5926,1.7048,8.191811,1.609,0.921,0.495158,188.0,0.0,94.0,0.31742,0.01966,0.0,5,5,-1
72303.0,64.66705274793,32.08726884326,1.6657450407719053e+17,0.0215,0.0136,0.2027,0.0254,0.626,0.608,0.0289999999999999,0.148,0.021,1.014,14.523822,0.002767,15.310369,0.003375,13.656718,0.0038439999999999,13.358253,0.102371,4.58,3.1045,-0.1102,2265.6267,0.0,0.0,0.99999714,0.0,2.89e-06,5011.2153,1.4897,1.137,1.4816,0.8739,0.6079,1.6349,5.6264,5.7392,18.34911,1.952,1.257,0.16291209,563.0,4.0,93.0,0.13155,0.03251,0.0,2,2,-1
18575.0,64.01455193668001,22.40838042294,5.2627647323664e+16,0.0213,0.0105,0.7748,0.0238,3.715,2.235,0.0289999999999999,-2.967,0.019,1.008,14.342162,0.00276,14.839813,0.002973,13.674954,0.003825,13.459611,0.087502,0.71,4.035,-0.6715,1150.8569,0.0,0.0,0.9999872,0.0,1.284e-05,5819.3240000000005,0.9322,0.7639,0.9717,0.5549,0.4168,3.2682,1.8914,2.0183,4.1819963,1.208,5.34,0.4765452999999999,446.0,2.0,93.0,0.1559299999999999,0.0220199999999999,0.0,8,8,-1
20862.0,54.32770450472,19.262224894720003,5.715649706247936e+16,0.0494,0.0376,1.4182,0.0539,9.784,9.245,0.068,-3.202,0.046,2.886,13.985565,0.00294,14.413302,0.003047,13.329765,0.00394,13.02713,0.043844,28.22,4.3462,-0.4305,562.1623,0.0,0.0,0.9999709,0.0,2.907e-05,5851.738,0.7206,0.5951,0.7529,0.4302,0.3227,4.6133,0.9998,1.2017,1.5176281,1.017,7.661,0.5137963,347.0,2.0,94.0,0.07581,0.04108,0.0,8,8,-1
23239.0,35.639053259940006,60.70161196851999,5.1342846939868224e+17,0.0079,0.0127,2.9424,0.0191,6.611000000000001,-2.508,0.015,-6.1160000000000005,0.018,1.197,9.559831,0.002768,9.747995,0.002916,9.143804,0.003819,8.992301,0.011101,-21.56,3.7804,-0.451,336.1758,0.0,0.0,0.99949354,0.0,0.00050647,7382.973000000001,0.5433,0.4845,0.5899,0.3294,0.2606,1.4229,2.7293,2.7051,19.575125,1.906,1.0590000000000002,0.37749195,262.0,0.0,1.0,0.41486,0.01983,0.0,5,5,-1
14136.0,115.08686832901002,22.53181493296,8.670165311250825e+17,0.0161,0.0129,6.1833,0.0174,96.911,-19.334,0.019,-94.963,0.016,0.989,13.926759,0.0027949999999999,14.875336,0.003245,12.963965,0.004002,12.519357,0.038507,-8.42,4.6542,0.5159,157.944,0.0,0.0,0.9982583,0.0,0.00174173,4201.3677,0.7759,0.5555,0.7508,0.4457,0.3049,7.3822,0.6578,0.6749,0.12727974,0.667,10.371,0.6903885000000001,337.0,5.0,94.0,-0.06805,0.03,1.0,1,1,-1
70129.0,170.66910584286,-26.00600990943,3.533436269769776e+18,0.0199,0.0203,4.9772,0.0342,7.829,-3.925,0.0289999999999999,-6.774,0.026,0.977,15.498785,0.002787,16.62471,0.004806,14.441853,0.00402,13.975757000000002,0.137901,21.05,4.7385,-0.0427,196.8321,0.0,0.0,0.9976672,0.0,0.00233278,3755.623,0.6239,0.4285,0.6,0.3514,0.2486,8.5879,0.5192,0.5275,0.0499616559999999,0.54,12.842,0.66302764,152.0,5.0,92.0,0.07934,0.03897,1.0,1,1,-1
73909.0,184.91961427316,9.59209004456,3.9053597186802094e+18,0.0225,0.0172,5.3597,0.0254,21.875,21.766,0.031,-2.181,0.021,0.982,14.741344,0.002777,15.766198,0.003535,13.732110999999998,0.003933,13.160237,0.080185,29.51,4.752,-2.0242,182.6289,0.0,0.0,0.9976672,0.0,0.00233278,5327.4644,2.6756,2.0072,2.6695,1.5534,1.1163,6.4126,0.5449,0.6131,0.085128725,0.612,11.875,0.59996194,286.0,5.0,93.0,0.09938,0.03565,1.0,1,1,-1
